Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price,dt
1.12,Ideal,G,VS1,EX,EX,GIA,8202,2010-07-09
2.07,Very Good,D,VVS2,G,VG,GIA,46229,2010-07-10
1.01,Fair,F,VS2,EX,G,GIA,5747,2010-07-11
2.57,Ideal,G,VS1,VG,EX,GIA,40652,2010-07-12
1.23,Very Good,G,VVS2,EX,VG,GIA,9803,2010-07-13
2.01,Good,I,SI1,EX,G,GIA,15743,2010-07-14
2.01,Good,G,IF,EX,VG,GIA,27624,2010-07-15
2.05,Good,H,VS1,VG,VG,GIA,19436,2010-07-16
1.55,Ideal,G,VS1,EX,EX,GIA,15070,2010-07-17
2.55,Ideal,I,VS1,EX,EX,GIA,25387,2010-07-18
1.01,Ideal,E,VS1,EX,VG,GIA,7458,2010-07-19
0.76,Very Good,H,SI1,EX,EX,GIA,2593,2010-07-20
1.01,Good,H,SI1,G,G,GIA,5197,2010-07-21
0.9,Ideal,I,VS1,VG,EX,GIA,3724,2010-07-22
1.01,Very Good,G,SI1,EX,EX,GIA,5231,2010-07-23
2.02,Ideal,E,VS2,VG,VG,GIA,29641,2010-07-24
2.15,Good,F,SI1,EX,VG,GIA,23911,2010-07-25
2.01,Good,E,VS2,VG,VG,GIA,25793,2010-07-26
1.8,Very Good,E,SI1,EX,G,GIA,17273,2010-07-27
1.53,Ideal,D,VS2,EX,EX,GIA,17223,2010-07-28
1.02,Very Good,H,SI1,VG,EX,GIA,4802,2010-07-29
1.52,Very Good,G,VS2,G,VG,GIA,12596,2010-07-30
1.25,Ideal,E,VS2,VG,EX,GIA,9365,2010-07-31
0.9,Very Good,D,VS2,VG,EX,GIA,4981,2010-08-01
2.01,Ideal,I,SI1,VG,VG,GIA,15333,2010-08-02
1.06,Ideal,D,SI1,VG,VG,GIA,6062,2010-08-03
0.76,Ideal,D,VS1,VG,EX,GIA,4229,2010-08-04
1.01,Good,F,VS2,G,G,GIA,6081,2010-08-05
2.47,Very Good,G,VVS2,VG,EX,GIA,36993,2010-08-06
1.15,Ideal,E,VVS1,EX,EX,GIA,12447,2010-08-07
2.11,Ideal,G,SI1,EX,EX,GIA,21262,2010-08-08
1.51,Ideal,I,SI1,EX,EX,GIA,8504,2010-08-09
1.08,Signature-Ideal,H,VS1,ID,ID,AGSL,7397,2010-08-10
0.9,Ideal,G,VVS1,EX,VG,GIA,6237,2010-08-11
2.02,Very Good,F,SI1,VG,VG,GIA,20548,2010-08-12
0.9,Ideal,G,VS1,EX,EX,GIA,4931,2010-08-13
1.55,Fair,G,VS2,G,G,GIA,10981,2010-08-14
1.01,Very Good,G,VS1,EX,VG,GIA,6561,2010-08-15
2.39,Very Good,G,VVS2,VG,G,GIA,34415,2010-08-16
1.5,Good,E,VS2,EX,VG,GIA,13061,2010-08-17
0.75,Signature-Ideal,H,SI1,ID,ID,AGSL,3011,2010-08-18
2.27,Ideal,E,VVS2,EX,EX,GIA,47741,2010-08-19
1.51,Very Good,E,SI1,EX,EX,AGSL,12064,2010-08-20
2.17,Ideal,H,VVS2,EX,EX,GIA,25707,2010-08-21
1.71,Very Good,I,SI1,VG,VG,GIA,10410,2010-08-22
1.01,Very Good,H,VS1,VG,VG,GIA,5680,2010-08-23
1.01,Good,F,SI1,G,VG,GIA,5008,2010-08-24
1.51,Ideal,H,VS2,EX,EX,GIA,11696,2010-08-25
1.64,Ideal,I,VS2,VG,VG,GIA,10628,2010-08-26
1.62,Signature-Ideal,F,VS1,ID,ID,AGSL,19661,2010-08-27
0.88,Ideal,H,VVS1,VG,VG,GIA,4334,2010-08-28
0.8,Very Good,E,VS1,EX,VG,GIA,3831,2010-08-29
1.08,Ideal,D,SI1,VG,VG,GIA,6078,2010-08-30
1.01,Very Good,E,VS2,EX,G,GIA,6491,2010-08-31
2.01,Ideal,G,VS1,ID,ID,AGSL,26026,2010-09-01
0.75,Very Good,E,VS2,EX,EX,GIA,3365,2010-09-02
0.91,Fair,F,SI1,VG,VG,GIA,4036,2010-09-03
1.0,Very Good,D,SI1,EX,VG,GIA,5491,2010-09-04
1.01,Good,G,VVS2,VG,VG,GIA,7566,2010-09-05
1.28,Ideal,G,VS1,G,EX,GIA,9372,2010-09-06
2.03,Very Good,F,VS1,VG,VG,GIA,30894,2010-09-07
1.2,Very Good,F,VS1,VG,VG,GIA,8983,2010-09-08
2.25,Very Good,G,VS1,VG,VG,GIA,33248,2010-09-09
1.05,Ideal,H,SI1,EX,VG,GIA,4925,2010-09-10
0.9,Ideal,G,VS2,EX,EX,GIA,4748,2010-09-11
1.25,Ideal,F,VS2,EX,EX,GIA,9503,2010-09-12
0.96,Ideal,G,VS1,EX,EX,GIA,6807,2010-09-13
1.25,Ideal,I,VS2,VG,VG,GIA,6562,2010-09-14
1.05,Ideal,G,SI1,EX,VG,GIA,5361,2010-09-15
1.0,Very Good,F,SI1,VG,VG,GIA,4961,2010-09-16
1.0,Good,F,VS2,VG,G,GIA,6284,2010-09-17
0.83,Very Good,E,SI1,EX,EX,GIA,3002,2010-09-18
2.04,Very Good,I,SI1,VG,G,GIA,15412,2010-09-19
0.75,Ideal,H,SI1,VG,VG,GIA,2523,2010-09-20
1.53,Signature-Ideal,D,VS1,ID,ID,AGSL,21331,2010-09-21
1.5,Very Good,F,SI1,ID,ID,AGSL,11096,2010-09-22
2.04,Very Good,D,VS2,EX,VG,GIA,28578,2010-09-23
1.1,Very Good,I,SI1,G,G,GIA,4583,2010-09-24
0.92,Good,I,SI1,VG,VG,GIA,3122,2010-09-25
0.9,Very Good,D,VVS2,VG,EX,GIA,6924,2010-09-26
1.2,Signature-Ideal,E,VVS1,EX,EX,GIA,16256,2010-09-27
0.81,Ideal,E,VVS1,EX,EX,GIA,5752,2010-09-28
1.09,Ideal,F,IF,G,G,GIA,11888,2010-09-29
1.0,Very Good,I,SI1,VG,VG,GIA,4095,2010-09-30
1.5,Good,G,SI1,EX,VG,GIA,10271,2010-10-01
1.04,Signature-Ideal,G,VS1,ID,ID,AGSL,7951,2010-10-02
1.04,Ideal,G,VS2,VG,EX,GIA,6955,2010-10-03
1.01,Very Good,G,VS2,G,VG,GIA,5696,2010-10-04
2.13,Ideal,I,VS1,EX,VG,GIA,19058,2010-10-05
1.11,Ideal,D,VS1,VG,EX,GIA,9315,2010-10-06
2.07,Ideal,H,VS2,ID,ID,AGSL,20842,2010-10-07
1.03,Ideal,G,VS2,EX,EX,GIA,7726,2010-10-08
1.3,Ideal,H,VS2,EX,EX,GIA,8196,2010-10-09
1.13,Ideal,G,SI1,EX,EX,GIA,6133,2010-10-10
0.76,Ideal,E,VS2,VG,EX,GIA,3864,2010-10-11
1.01,Very Good,D,SI1,EX,EX,GIA,5622,2010-10-12
0.83,Very Good,E,SI1,G,G,AGSL,3295,2010-10-13
1.04,Ideal,I,SI1,VG,VG,GIA,4484,2010-10-14
1.75,Ideal,G,VS1,VG,VG,GIA,18851,2010-10-15
1.01,Good,E,VS2,EX,VG,GIA,6132,2010-10-16
0.79,Ideal,I,SI1,EX,VG,GIA,2442,2010-10-17
0.86,Ideal,I,VS1,EX,EX,GIA,3122,2010-10-18
2.56,Ideal,H,SI1,EX,EX,GIA,24975,2010-10-19
2.0,Ideal,G,VS1,G,G,GIA,26049,2010-10-20
0.77,Fair,F,VS1,G,G,AGSL,3031,2010-10-21
0.9,Very Good,E,SI1,EX,VG,GIA,4239,2010-10-22
1.02,Very Good,D,SI1,EX,G,GIA,5291,2010-10-23
1.22,Very Good,I,VS2,VG,VG,GIA,5979,2010-10-24
2.37,Very Good,H,VS1,VG,VG,GIA,25451,2010-10-25
0.77,Very Good,G,VS2,EX,EX,GIA,3124,2010-10-26
1.0,Good,H,VS1,VG,VG,GIA,5743,2010-10-27
1.01,Very Good,G,VS1,EX,EX,GIA,6936,2010-10-28
1.03,Very Good,F,SI1,VG,VG,GIA,5241,2010-10-29
0.9,Good,D,SI1,VG,VG,GIA,4579,2010-10-30
1.16,Ideal,F,VS1,EX,EX,GIA,9004,2010-10-31
2.36,Very Good,D,VS2,G,VG,GIA,30867,2010-11-01
1.22,Very Good,G,VS2,G,G,GIA,8377,2010-11-02
1.01,Ideal,G,VS2,EX,EX,GIA,6734,2010-11-03
1.06,Very Good,E,SI1,VG,VG,GIA,5328,2010-11-04
2.47,Ideal,I,VS1,ID,ID,AGSL,24667,2010-11-05
2.24,Ideal,I,VS1,EX,EX,GIA,20906,2010-11-06
1.01,Good,G,SI1,EX,VG,AGSL,5073,2010-11-07
1.01,Fair,G,SI1,VG,G,GIA,4646,2010-11-08
1.2,Very Good,E,SI1,G,VG,GIA,6809,2010-11-09
1.66,Ideal,G,VVS2,ID,ID,AGSL,16893,2010-11-10
1.03,Ideal,I,VS1,ID,ID,AGSL,5181,2010-11-11
0.94,Good,H,SI1,VG,G,GIA,3528,2010-11-12
2.08,Ideal,H,VS2,EX,EX,GIA,22434,2010-11-13
0.9,Good,F,SI1,VG,VG,GIA,3842,2010-11-14
1.51,Ideal,I,VS2,EX,VG,AGSL,9090,2010-11-15
1.5,Very Good,I,VS2,VG,VG,GIA,9118,2010-11-16
0.77,Very Good,G,VS1,VG,G,GIA,2986,2010-11-17
1.71,Ideal,D,IF,VG,VG,GIA,39027,2010-11-18
1.02,Good,G,IF,EX,G,GIA,8215,2010-11-19
1.51,Good,I,VS1,G,VG,GIA,9581,2010-11-20
0.9,Fair,E,SI1,EX,EX,GIA,4034,2010-11-21
1.7,Very Good,G,VS2,G,G,GIA,15767,2010-11-22
1.32,Very Good,H,SI1,VG,VG,GIA,7389,2010-11-23
0.91,Very Good,F,SI1,VG,G,GIA,4049,2010-11-24
1.02,Ideal,G,VS2,VG,VG,GIA,6845,2010-11-25
1.0,Very Good,D,SI1,VG,VG,GIA,5755,2010-11-26
1.59,Ideal,D,SI1,EX,VG,GIA,13600,2010-11-27
2.02,Good,I,VS1,VG,G,GIA,17470,2010-11-28
2.01,Very Good,H,VS1,G,G,GIA,20940,2010-11-29
2.01,Very Good,G,SI1,EX,VG,GIA,19347,2010-11-30
1.22,Signature-Ideal,G,VS1,EX,EX,GIA,10572,2010-12-01
2.01,Good,D,VS1,G,G,GIA,35992,2010-12-02
1.01,Very Good,E,IF,VG,VG,GIA,11042,2010-12-03
0.9,Ideal,I,VS1,ID,ID,AGSL,4093,2010-12-04
1.64,Ideal,F,VS2,ID,ID,AGSL,15458,2010-12-05
1.01,Very Good,G,VS2,VG,VG,GIA,5777,2010-12-06
1.22,Ideal,H,VVS2,ID,ID,AGSL,8014,2010-12-07
1.52,Ideal,H,VS2,ID,ID,AGSL,11896,2010-12-08
1.58,Ideal,G,IF,EX,VG,GIA,17329,2010-12-09
2.53,Good,H,SI1,VG,VG,GIA,24795,2010-12-10
1.5,Ideal,D,SI1,VG,VG,GIA,12206,2010-12-11
1.01,Very Good,F,SI1,G,VG,GIA,5107,2010-12-12
2.02,Very Good,G,VS1,G,G,GIA,28469,2010-12-13
2.09,Ideal,D,VS1,ID,ID,AGSL,40503,2010-12-14
2.02,Ideal,I,VVS2,EX,EX,GIA,22984,2010-12-15
1.2,Ideal,E,VS2,EX,VG,GIA,7966,2010-12-16
2.5,Very Good,F,VS2,VG,G,GIA,40046,2010-12-17
1.51,Ideal,E,VVS1,EX,VG,GIA,24608,2010-12-18
2.08,Very Good,H,VS2,EX,VG,GIA,20379,2010-12-19
1.12,Very Good,I,VS2,G,VG,GIA,4914,2010-12-20
1.54,Ideal,I,VS2,VG,EX,GIA,9600,2010-12-21
1.04,Ideal,G,VVS2,ID,ID,AGSL,8207,2010-12-22
1.0,Fair,E,SI1,VG,G,GIA,4844,2010-12-23
1.01,Ideal,G,VS2,EX,EX,GIA,6587,2010-12-24
1.08,Signature-Ideal,H,SI1,ID,ID,AGSL,6426,2010-12-25
0.9,Good,F,VVS2,EX,VG,GIA,5480,2010-12-26
1.5,Very Good,E,VS2,VG,EX,GIA,14592,2010-12-27
1.06,Very Good,H,SI1,G,VG,GIA,4878,2010-12-28
1.03,Very Good,F,VS2,VG,VG,GIA,6809,2010-12-29
1.12,Signature-Ideal,G,VS2,EX,EX,GIA,8189,2010-12-30
1.03,Very Good,G,VS1,VG,VG,GIA,6487,2010-12-31
1.02,Very Good,E,IF,VG,G,GIA,10029,2011-01-01
2.05,Very Good,G,VS1,EX,EX,GIA,27181,2011-01-02
0.9,Fair,H,VVS2,VG,G,GIA,4447,2011-01-03
0.91,Very Good,H,SI1,VG,VG,GIA,3710,2011-01-04
0.79,Very Good,D,SI1,G,VG,GIA,3432,2011-01-05
2.14,Ideal,G,VVS1,EX,EX,GIA,33956,2011-01-06
2.11,Ideal,F,VS2,EX,EX,GIA,31200,2011-01-07
1.01,Very Good,F,SI1,EX,VG,GIA,5886,2011-01-08
1.5,Very Good,H,VVS2,EX,EX,GIA,11052,2011-01-09
1.04,Ideal,H,VVS2,EX,EX,GIA,6990,2011-01-10
2.02,Good,F,VVS1,VG,VG,GIA,37083,2011-01-11
1.6,Ideal,G,VVS2,VG,EX,GIA,16575,2011-01-12
1.05,Ideal,G,VVS2,EX,EX,GIA,8436,2011-01-13
1.12,Ideal,H,VS1,VG,EX,GIA,6309,2011-01-14
1.03,Very Good,D,VS1,VG,VG,GIA,8437,2011-01-15
0.9,Fair,D,SI1,EX,EX,GIA,4537,2011-01-16
2.02,Very Good,E,VVS1,VG,VG,GIA,46666,2011-01-17
1.21,Ideal,D,VVS2,VG,VG,GIA,14691,2011-01-18
1.06,Ideal,F,VVS2,ID,ID,AGSL,9547,2011-01-19
1.09,Very Good,D,SI1,VG,VG,GIA,6438,2011-01-20
0.9,Good,I,VVS1,EX,EX,GIA,3972,2011-01-21
1.12,Ideal,G,VS1,EX,EX,GIA,8394,2011-01-22
1.3,Ideal,G,IF,VG,VG,GIA,12098,2011-01-23
2.03,Very Good,I,SI1,EX,EX,GIA,16693,2011-01-24
1.01,Very Good,H,VS2,VG,VG,GIA,5967,2011-01-25
2.02,Good,F,VS1,VG,VG,GIA,25804,2011-01-26
0.93,Very Good,G,SI1,VG,EX,GIA,4513,2011-01-27
1.27,Ideal,I,VS2,EX,VG,GIA,6118,2011-01-28
1.06,Ideal,D,VS2,EX,EX,GIA,8143,2011-01-29
1.1,Very Good,H,VS2,VG,VG,GIA,5817,2011-01-30
1.72,Very Good,F,VS2,VG,G,GIA,17578,2011-01-31
1.51,Very Good,F,VVS2,VG,VG,GIA,16716,2011-02-01
0.76,Ideal,I,VS2,EX,EX,GIA,3577,2011-02-02
1.02,Ideal,H,VS2,EX,VG,GIA,5934,2011-02-03
1.5,Very Good,I,VS2,VG,G,GIA,9250,2011-02-04
0.91,Ideal,G,SI1,EX,EX,GIA,4922,2011-02-05
1.0,Good,H,VS1,EX,G,GIA,5625,2011-02-06
0.77,Ideal,H,VS2,EX,EX,GIA,3996,2011-02-07
1.21,Ideal,F,VVS1,VG,VG,GIA,12230,2011-02-08
1.0,Good,F,IF,G,G,GIA,8903,2011-02-09
1.26,Good,E,VVS1,VG,VG,GIA,11452,2011-02-10
0.77,Very Good,D,SI1,VG,EX,GIA,3166,2011-02-11
1.56,Ideal,G,VS2,ID,ID,AGSL,13628,2011-02-12
1.62,Ideal,G,VS2,ID,ID,AGSL,14777,2011-02-13
1.14,Ideal,F,VVS2,VG,EX,GIA,10602,2011-02-14
2.15,Ideal,G,VS2,EX,EX,GIA,28837,2011-02-15
1.0,Very Good,F,VS1,EX,EX,GIA,7350,2011-02-16
1.2,Very Good,H,VS2,VG,EX,GIA,6591,2011-02-17
0.9,Very Good,H,VVS2,EX,VG,GIA,4637,2011-02-18
2.01,Ideal,F,SI1,EX,EX,GIA,22373,2011-02-19
1.1,Ideal,H,SI1,G,G,GIA,5370,2011-02-20
1.5,Very Good,I,SI1,EX,VG,GIA,8695,2011-02-21
1.0,Good,D,SI1,VG,G,GIA,5546,2011-02-22
1.02,Very Good,F,VS2,VG,VG,GIA,6407,2011-02-23
1.52,Good,G,VS1,VG,G,GIA,13155,2011-02-24
0.9,Very Good,H,VS2,EX,VG,GIA,4588,2011-02-25
1.24,Ideal,H,VS1,EX,EX,GIA,10006,2011-02-26
1.52,Ideal,F,VVS2,EX,VG,GIA,17914,2011-02-27
1.07,Signature-Ideal,G,VS1,ID,ID,AGSL,8456,2011-02-28
0.81,Ideal,E,SI1,VG,G,GIA,3413,2011-03-01
2.03,Ideal,H,VS1,EX,EX,GIA,26148,2011-03-02
2.62,Ideal,I,VVS1,EX,EX,GIA,31254,2011-03-03
1.21,Good,I,SI1,G,VG,GIA,5452,2011-03-04
2.03,Very Good,F,IF,VG,VG,GIA,39605,2011-03-05
1.58,Signature-Ideal,I,SI1,ID,ID,AGSL,11110,2011-03-06
1.06,Ideal,D,VVS2,EX,EX,GIA,11837,2011-03-07
2.01,Very Good,G,VVS2,EX,EX,GIA,27136,2011-03-08
0.9,Very Good,D,VS1,VG,G,GIA,5331,2011-03-09
1.24,Very Good,I,VS2,VG,VG,GIA,6134,2011-03-10
1.07,Ideal,F,VS2,VG,VG,GIA,7441,2011-03-11
1.01,Good,H,SI1,VG,VG,GIA,4553,2011-03-12
2.68,Ideal,I,SI1,ID,ID,AGSL,23354,2011-03-13
1.01,Ideal,D,VVS1,EX,EX,GIA,12065,2011-03-14
1.11,Signature-Ideal,I,VS2,ID,ID,AGSL,6395,2011-03-15
1.05,Signature-Ideal,I,VS2,EX,EX,GIA,5697,2011-03-16
1.28,Very Good,G,VVS1,ID,ID,AGSL,11214,2011-03-17
1.01,Ideal,F,VS2,ID,ID,AGSL,7014,2011-03-18
1.22,Ideal,G,SI1,VG,VG,GIA,6867,2011-03-19
1.2,Ideal,G,VS2,ID,ID,AGSL,8040,2011-03-20
1.11,Ideal,I,SI1,VG,VG,GIA,4709,2011-03-21
0.76,Very Good,E,VVS2,VG,VG,GIA,3891,2011-03-22
1.19,Very Good,G,VS1,G,G,GIA,7989,2011-03-23
1.14,Ideal,I,SI1,ID,ID,AGSL,5158,2011-03-24
0.82,Good,G,SI1,EX,VG,AGSL,2840,2011-03-25
1.2,Good,I,VS1,VG,VG,GIA,6192,2011-03-26
2.23,Ideal,D,VS1,EX,EX,GIA,41823,2011-03-27
1.01,Very Good,F,VS2,VG,G,GIA,6083,2011-03-28
1.4,Ideal,G,VVS1,EX,EX,GIA,15134,2011-03-29
2.02,Very Good,E,VS2,EX,G,GIA,28648,2011-03-30
1.19,Very Good,E,SI1,VG,VG,GIA,5956,2011-03-31
2.02,Ideal,H,SI1,VG,VG,GIA,17392,2011-04-01
1.16,Very Good,G,VVS2,EX,VG,GIA,8361,2011-04-02
1.3,Very Good,I,SI1,G,EX,GIA,6446,2011-04-03
0.81,Ideal,G,VVS1,EX,EX,GIA,4493,2011-04-04
2.17,Very Good,H,VS1,EX,EX,AGSL,24600,2011-04-05
1.51,Very Good,H,VS1,VG,VG,GIA,12546,2011-04-06
1.53,Signature-Ideal,H,SI1,EX,EX,GIA,12093,2011-04-07
1.07,Ideal,F,SI1,EX,EX,GIA,7286,2011-04-08
2.01,Very Good,F,VVS2,EX,ID,AGSL,33665,2011-04-09
1.15,Ideal,H,SI1,VG,VG,GIA,5372,2011-04-10
2.08,Very Good,I,VS1,VG,G,GIA,19781,2011-04-11
2.01,Good,G,VS1,VG,G,GIA,25796,2011-04-12
1.35,Ideal,H,VVS1,EX,EX,GIA,10639,2011-04-13
2.08,Ideal,H,VS1,EX,EX,GIA,25210,2011-04-14
2.09,Very Good,E,VVS2,VG,VG,GIA,38484,2011-04-15
1.14,Ideal,F,VS1,EX,EX,GIA,9074,2011-04-16
0.91,Very Good,H,VS1,VG,VG,GIA,4370,2011-04-17
1.5,Fair,I,VS2,VG,G,GIA,8999,2011-04-18
0.81,Very Good,G,VS1,VG,VG,GIA,3544,2011-04-19
2.0,Good,E,SI1,VG,G,GIA,20000,2011-04-20
0.82,Ideal,D,SI1,EX,EX,GIA,4113,2011-04-21
1.02,Ideal,G,VVS2,VG,VG,GIA,8335,2011-04-22
1.03,Ideal,E,VS1,EX,EX,GIA,8284,2011-04-23
1.29,Very Good,G,VVS2,EX,VG,GIA,10565,2011-04-24
1.22,Ideal,I,SI1,EX,EX,GIA,6398,2011-04-25
2.07,Very Good,G,SI1,EX,EX,GIA,18945,2011-04-26
1.06,Ideal,D,SI1,EX,VG,GIA,6062,2011-04-27
2.64,Ideal,G,VS2,VG,EX,GIA,35856,2011-04-28
2.32,Ideal,G,VS1,VG,EX,GIA,32502,2011-04-29
1.14,Ideal,E,VS1,ID,ID,AGSL,9079,2011-04-30
1.5,Very Good,H,SI1,EX,VG,GIA,9987,2011-05-01
0.78,Ideal,I,VS2,VG,VG,GIA,2652,2011-05-02
0.9,Fair,E,SI1,EX,VG,GIA,4220,2011-05-03
1.02,Very Good,G,VVS2,EX,VG,GIA,7724,2011-05-04
1.04,Ideal,F,SI1,G,G,GIA,5145,2011-05-05
1.01,Ideal,F,SI1,VG,VG,GIA,5812,2011-05-06
1.5,Very Good,H,VS1,EX,VG,GIA,12723,2011-05-07
0.91,Ideal,F,VS2,VG,VG,GIA,5261,2011-05-08
0.91,Very Good,D,SI1,VG,VG,GIA,4523,2011-05-09
1.03,Ideal,G,VS1,ID,ID,AGSL,7119,2011-05-10
1.11,Ideal,F,VS2,EX,EX,GIA,7473,2011-05-11
2.08,Very Good,H,SI1,G,G,GIA,17469,2011-05-12
0.83,Very Good,D,SI1,VG,VG,GIA,3515,2011-05-13
0.94,Very Good,G,VS2,VG,G,AGSL,4488,2011-05-14
1.17,Ideal,H,VS2,VG,EX,GIA,6324,2011-05-15
1.69,Ideal,G,SI1,EX,EX,GIA,13534,2011-05-16
0.83,Signature-Ideal,F,SI1,EX,EX,GIA,4009,2011-05-17
1.0,Good,F,VVS1,G,G,GIA,8401,2011-05-18
0.76,Very Good,D,VVS2,VG,VG,GIA,4125,2011-05-19
1.04,Signature-Ideal,D,VS1,ID,ID,AGSL,10625,2011-05-20
1.21,Very Good,I,VVS2,VG,VG,GIA,6679,2011-05-21
1.3,Very Good,E,VVS2,EX,EX,GIA,13329,2011-05-22
1.61,Good,F,SI1,VG,VG,GIA,11422,2011-05-23
2.02,Good,H,VS2,EX,VG,GIA,19940,2011-05-24
1.01,Very Good,G,VVS2,EX,EX,GIA,7439,2011-05-25
0.91,Ideal,I,VS2,ID,ID,AGSL,4199,2011-05-26
2.0,Good,H,VS2,VG,G,GIA,20688,2011-05-27
1.63,Signature-Ideal,H,VS1,EX,EX,GIA,14261,2011-05-28
1.54,Ideal,F,SI1,ID,ID,AGSL,12227,2011-05-29
1.01,Ideal,F,SI1,EX,EX,GIA,5582,2011-05-30
0.75,Very Good,E,VVS1,EX,VG,GIA,4889,2011-05-31
2.17,Very Good,F,VS1,VG,VG,GIA,35522,2011-06-01
1.72,Ideal,D,IF,EX,VG,GIA,38080,2011-06-02
1.03,Ideal,E,SI1,EX,VG,GIA,5411,2011-06-03
2.28,Ideal,F,VS2,EX,EX,GIA,35588,2011-06-04
1.08,Ideal,G,VS2,G,G,GIA,6855,2011-06-05
1.41,Very Good,F,VS2,VG,G,GIA,11298,2011-06-06
1.27,Very Good,I,SI1,G,VG,GIA,5953,2011-06-07
1.21,Very Good,I,SI1,EX,VG,GIA,5245,2011-06-08
1.03,Good,D,SI1,G,VG,GIA,5526,2011-06-09
0.75,Fair,G,VS2,VG,VG,GIA,2967,2011-06-10
1.04,Ideal,G,VS2,EX,EX,GIA,6529,2011-06-11
0.77,Very Good,H,SI1,VG,VG,GIA,2830,2011-06-12
1.14,Ideal,F,VS2,ID,ID,AGSL,8017,2011-06-13
2.0,Ideal,G,VS1,EX,EX,GIA,27835,2011-06-14
1.02,Very Good,E,SI1,G,G,GIA,4813,2011-06-15
1.05,Ideal,F,VS2,EX,EX,GIA,7639,2011-06-16
2.01,Very Good,G,VS1,VG,VG,GIA,21524,2011-06-17
2.01,Good,H,SI1,EX,VG,GIA,16737,2011-06-18
1.34,Very Good,G,VS1,VG,VG,GIA,10197,2011-06-19
1.16,Ideal,F,VS2,VG,VG,GIA,9432,2011-06-20
1.29,Ideal,H,SI1,VG,EX,GIA,7513,2011-06-21
0.87,Signature-Ideal,F,SI1,ID,ID,AGSL,4188,2011-06-22
1.23,Ideal,I,SI1,ID,ID,AGSL,5840,2011-06-23
1.1,Signature-Ideal,D,VS1,ID,ID,AGSL,11227,2011-06-24
2.01,Ideal,G,VS2,EX,VG,GIA,26069,2011-06-25
1.05,Very Good,H,VS2,VG,EX,GIA,5236,2011-06-26
0.9,Ideal,H,VVS2,EX,VG,GIA,4770,2011-06-27
1.01,Ideal,H,SI1,ID,ID,AGSL,5387,2011-06-28
2.46,Very Good,I,SI1,EX,EX,AGSL,21865,2011-06-29
1.11,Good,F,SI1,EX,VG,GIA,5602,2011-06-30
2.54,Very Good,H,VS2,EX,EX,GIA,30286,2011-07-01
1.25,Ideal,D,VS1,EX,VG,GIA,10441,2011-07-02
0.77,Very Good,F,VS1,VG,G,GIA,3350,2011-07-03
1.61,Ideal,I,VS2,EX,VG,GIA,11826,2011-07-04
1.21,Very Good,H,VS1,EX,VG,GIA,7610,2011-07-05
0.8,Ideal,I,VS1,VG,EX,GIA,2906,2011-07-06
0.91,Very Good,D,VS2,G,EX,GIA,5034,2011-07-07
0.9,Very Good,I,VS2,VG,G,GIA,3443,2011-07-08
1.04,Very Good,H,SI1,VG,G,GIA,4791,2011-07-09
2.03,Good,I,SI1,G,G,GIA,15339,2011-07-10
1.0,Very Good,F,VVS2,EX,VG,GIA,8555,2011-07-11
1.51,Good,I,VS1,EX,VG,GIA,8975,2011-07-12
1.04,Very Good,F,IF,EX,G,GIA,10161,2011-07-13
1.15,Very Good,F,SI1,ID,EX,AGSL,6110,2011-07-14
1.03,Very Good,G,IF,EX,VG,GIA,8601,2011-07-15
0.9,Very Good,I,SI1,VG,VG,GIA,3327,2011-07-16
1.0,Ideal,F,SI1,EX,EX,GIA,5170,2011-07-17
1.06,Ideal,E,VS2,VG,VG,GIA,7275,2011-07-18
0.92,Ideal,I,SI1,VG,VG,GIA,3580,2011-07-19
1.0,Good,F,VVS2,EX,VG,GIA,6937,2011-07-20
1.57,Ideal,I,VS1,VG,EX,GIA,10209,2011-07-21
2.36,Ideal,I,VS1,VG,VG,GIA,22441,2011-07-22
1.25,Ideal,I,SI1,VG,VG,GIA,6206,2011-07-23
1.18,Ideal,F,VVS2,VG,VG,GIA,11573,2011-07-24
1.59,Ideal,H,SI1,VG,G,GIA,10832,2011-07-25
1.2,Very Good,G,SI1,VG,EX,GIA,6287,2011-07-26
1.58,Ideal,G,SI1,ID,ID,AGSL,12975,2011-07-27
1.52,Good,D,SI1,VG,G,GIA,11731,2011-07-28
1.06,Ideal,G,VVS2,VG,EX,GIA,8323,2011-07-29
2.02,Ideal,D,IF,VG,VG,GIA,59282,2011-07-30
0.97,Very Good,D,SI1,EX,G,GIA,5136,2011-07-31
1.51,Ideal,F,VS2,EX,EX,GIA,16337,2011-08-01
0.76,Very Good,E,SI1,EX,VG,GIA,2668,2011-08-02
1.01,Very Good,F,VS1,EX,EX,GIA,7698,2011-08-03
0.75,Ideal,G,VVS2,ID,ID,AGSL,3525,2011-08-04
0.91,Very Good,E,SI1,VG,EX,GIA,4188,2011-08-05
1.63,Signature-Ideal,H,SI1,ID,ID,AGSL,12910,2011-08-06
1.01,Very Good,F,SI1,EX,EX,GIA,5220,2011-08-07
1.65,Ideal,G,VS1,ID,ID,AGSL,15422,2011-08-08
2.27,Ideal,H,VS1,EX,EX,GIA,26443,2011-08-09
2.31,Ideal,I,VS2,ID,ID,AGSL,19872,2011-08-10
0.9,Very Good,H,VS1,G,G,GIA,4063,2011-08-11
